mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.125	2.0	0.058823529411764705
2	2	0	0	4/4	2	1	V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	2	4	0.3333333333333333	0.25	1.75	0.125
2	2	1/2	1/2	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	3	3	0.5	0.375	1.125	0.25
3	3	0	0	4/4	2	1	IV6(112)		C	I		IV6(112)	IV		6	112				M	0	0	3, 0, 1	5	-1	3	2	5	0.2857142857142857	0.25	2.25	0.1
3	3	1/2	1/2	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
4	4	0	0	4/4	2	1	vii%7	V65	C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5	3	4	0.42857142857142855	0.375	1.625	0.1875
4	4	1/2	1/2	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.25	1.75	0.125
5	5	0	0	4/4	2	1	ii2(^4)		C	I		ii2(^4)	ii		2	^4				mm7	0	0	0, 2, -1, 1		2	0	3	4	0.42857142857142855	0.375	1.625	0.1875
5	5	1/2	1/2	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	7	0.125	0.125	2.125	0.05555555555555555
6	6	0	0	4/4	2	1	I|IAC}		C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0	2	9	0.18181818181818182	0.125	3.0	0.04
7	7	0	0	4/4	2	1	V2/V		C	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0	3	4	0.42857142857142855	0.625	1.375	0.3125
7	7	1/2	1/2	4/4	2	1	I6/V		C	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.25	1.375	0.15384615384615385
8	8	0	0	4/4	2	1	ii7/V		C	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3	2	5	0.2857142857142857	0.25	2.25	0.1
8	8	1/2	1/2	4/4	2	1	V7(4)/V		C	I		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2	0	4	0.0	0.0	1.0	0.0
